attack_type,country,area,activity,sex,injury,fatal,time,species,age,year,month
Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Washing,M,"FATAL, torso bitten",Y,unknown,unknown,not declared,1953,unknown
Unprovoked,USA,Florida,Standing,F,Leg lacerated thigh to ankle,N,unknown,unknown,not declared,1953,unknown
Unprovoked,AUSTRALIA,Victoria,Lying prone on surfboard,M,"No injury, board bumped by shark",N,unknown,unknown,not declared,1952,December
Unprovoked,AUSTRALIA,South Australia,"Fishing, setting nets",M,Bitten on thigh and buttocks,N,"""After dark""",2.4 m [8'] shark,25,1952,December
Invalid,GUATEMALA,unknown,Air Disaster,F,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1962,December
Provoked,ITALY,Genoa  Province,Fishing,M,Bitten by hooked shark                      PROVOKED INCIDENT,N,unknown,200-lb shark,17,1952,August
Unprovoked,USA,Hawaii,Swimming,M,"FATAL, disappeared while swimming, shark bite found on right side of body",Y,unknown,unknown,not declared,1952,August
Unprovoked,USA,California,Body surfing & treading water,M,"FATAL, leg lacerated  ",Y,14h00,"White shark,4.6 m [15'] ",17,1952,December
Unprovoked,USA,Hawaii,Swimming from fishing boat setting nets,M,"FATAL, left arm severed below the elbow ",Y,unknown,>6.7 m [22']  shark,40,1952,December
Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Fishing,M,Right thigh bitten ,N,unknown,unknown,not declared,1952,October
Invalid,SOUTH AFRICA,Eastern Cape Province,unknown,M,"Possibly drowned, remains recovered days later in gut of  113-kg [249-lb]  female Zambesi shark ",unknown,unknown,Shark involvement prior to death was not confirmed,18,1952,August
Provoked,ITALY,Teramo,Fishing,not declared,Multiple injuries PROVOKED INCIDENT,Y,02h00,2m shark,19,1952,August
Boating,USA,Florida,Fishing for trout ,not declared,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,N,unknown,"Hammerhead shark, 5' ",not declared,1952,July
Provoked,USA,South Carolina,Fishing,M,Finger bitten by hooked shark PROVOKED INCIDENT,N,unknown,a small shark',not declared,1952,July
Provoked,USA,South Carolina,Fishing,M,Thumb bitten by hooked shark PROVOKED INCIDENT,N,unknown,a small shark',34,1952,July
Sea Disaster,USA,California,Boat exploded,M,FATAL & some of the survivors were bitten by sharks  ,Y,unknown,unknown,not declared,1952,July
Provoked,USA,California,Fishing,M,Part of hand removed by shark he had caught PROVOKED INCIDENT,N,unknown,unknown,34,1952,July
Unprovoked,USA,Puerto Rico,"Spearfishing, carrying fish on spear",M,Leg lacerated & bone fractured ,N,11h00,"Tiger shark, 1.5 m [5'] ",not declared,1952,July
Unprovoked,USA,California,Swimming on surface,M,Foot & swimfin bitten,N,10h00 or 14h00,"White shark, 2 m to 4 m [6'9"" to 13'] ",not declared,1952,May
Unprovoked,AUSTRALIA,Western Australia,"Fishing, standing in water washing fish",M,Lacerations to 2 fingers & knuckles abraded,N,unknown,"Carpet shark, 5' ",not declared,1952,May
Unprovoked,INDIA,unknown,"Fishing, standing in water next to purse net",M,Lower leg lacerated,N,unknown,"""A 2' (0.6 m) brown shark""",not declared,1952,unknown
Boating,AUSTRALIA,South Australia,Fishing for white sharks,not declared,No injury to fisherman Alf Dean & other occupants;,N,Morning,"White shark, 15'3"", 2,333-lb ",not declared,1952,April
Provoked,SUDAN,Red Sea State,Spearfishing,M,Right forearm lacerated by speared shark PROVOKED INCIDENT,N,P.M.,"a ""small slim brown shark""",not declared,1952,unknown
Unprovoked,NETHERLANDS ANTILLES,Curacao,Went to aid of child being menaced by the shark,M,"Buttock bitten, tissue removed",N,unknown,"Bull shark, 2.7 m [9'] was captured & dragged on the sand where tissue taken from Eggink was found in its gut. Species identification  was made by S. Springer based on 4 photographs of the shark. ",not declared,1952,March
Provoked,MAURITIUS,Port Louis Province,"Spearfishing, speared a small shark",M,Right foot lacerated by a larger shark. Lost several toes  PROVOKED INCIDENT,N,unknown,unknown,not declared,1952,January
Unprovoked,AUSTRALIA,New South Wales,Surfing,M,Bitten on left calf and ankle,N,unknown,8' shark,not declared,1952,January
Unprovoked,LIBERIA,Montserrado,"Diving, recovering fish killed by dynamite",M,FATAL,Y,unknown,unknown,not declared,unknown,unknown
Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,"Arm bitten, surgically amputated",N,unknown,unknown,not declared,1952,unknown
Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Spearfishing,M,"FATAL,  ""No remains""",Y,unknown,"""Attacked by a number of sharks""",not declared,1952,unknown
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Spearfishing,M,"FATAL, lower abdomen removed ",Y,unknown,unknown,27,1952,unknown
Unprovoked,USA,Florida,Swimming,M,"FATAL, groin bitten ",Y,unknown,unknown,not declared,1952,unknown
Unprovoked,MOZAMBIQUE,Bay of Maputu,Swimming,M,"FATAL, right leg, thighs & hands bitten  ",Y,unknown,unknown,15,1951,December
Provoked,AUSTRALIA,New South Wales,Spearfishing,M,Speared shark lacerated left leg above ankle  PROVOKED INCIDENT,N,unknown,"Wobbegong shark, 1.8 m [6'] ",18,1951,December
Invalid,MOZAMBIQUE,Sofala Province,Swimming,M,No injury,unknown,unknown,Invalid,not declared,1951,unknown
Unprovoked,AUSTRALIA,New South Wales,Treading water,M,FATAL,Y,16h00,2.4 m [8']  shark,21,1951,December
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Thigh bruised & abraded,N,13h00,"White shark, 1.8 m [6'] ",23,1951,November
Unprovoked,JAMAICA,Kingston Parish,Fishing,M,Lacerations to left hand,N,unknown,unknown,81,1951,November
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,"Leg severed below knee, defense wounds on hand",N,17h15,"White shark, 2.4 m [8'] ",24,1951,November
Unprovoked,PHILIPPINES,unknown,Shipwrecked; adrift on raft for 2 days & 2 nights,M,"FATAL, two men survived, one succumbed to shark bite & exhaustion",Y,unknown,unknown,not declared,1951,November
Unprovoked,AUSTRALIA,Queensland,Swimming,M,"FATAL, leg severed, shark dragged him through hole in protective net",Y,19h10,unknown,42,1951,October
Invalid,NORTH ATLANTIC OCEAN,South Carolina,cargo ship Southern Isle sank at 04h00,not declared,Sharks fed on bodies of the drowned,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1951,October
Unprovoked,ITALY,Salerno,Swimming,F,FATAL,Y,unknown,unknown,21,1951,September
Unprovoked,ITALY,Salerno Province,Fishing for squid,M,3 fingers severed when he used his hand as bait,N,Night,unknown,not declared,1951,September
Unprovoked,AUSTRALIA,Queensland,"Body found on deserted luxury yacht, 38 Christine",M,"FATAL, abdominal wounds & right leg severed at the hip  ",Y,unknown,unknown,56,1951,September
Unprovoked,GREECE,Corfu Island,Swimming,M,Injured but survived,N,unknown,White shark,18,1951,August
Unprovoked,GREECE,Corfu Island,Swimming,F,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Y,unknown,White shark,16,1951,August
Unprovoked,ITALY,Taranto,Diving (Hookah),M,No injury,N,unknown,unknown,not declared,1951,August
Unprovoked,COLUMBIA,Caribbean Sea,Bathing,not declared,FATAL,Y,unknown,unknown,not declared,unknown,unknown
Unprovoked,USA,California,unknown,M,Severe laceration to foot,N,unknown,unknown,13,1951,July
Unprovoked,PACIFIC OCEAN,unknown,Fell overboard,M,"""Molested by shark that nibbled his bare feet"",  rescued 30 hours later.",N,Afternoon,2.1 m [7'] shark,40,1951,July
Unprovoked,USA,Hawaii,Swept out to sea while fishing,M,"FATAL, victim seen in shark's mouth",Y,unknown,unknown,not declared,1951,June
Unprovoked,FRENCH POLYNESIA,Tuamotus,Spearfishing,M,Right thumb bitten,N,11h00,unknown,39,1951,unknown
Unprovoked,MEXICO,unknown,Free diving,M,Lower leg severely injured,N,15h00,unknown,16,1951,May
Provoked,ITALY,Naples Province,unknown,not declared,3 men knocked to ground by harpooned shark PROVOKED INCIDENT,N,unknown,unknown,not declared,1951,May
Provoked,AUSTRALIA,New South Wales,Fell off surf ski,M,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,N,Afternoon,"Wobbegong shark, 4'",23,1951,March
Unprovoked,AUSTRALIA,New South Wales,"Fishing, casting in the surf",M,Severe lacerations of chest & thigh,N,unknown,5.5 m [18'] shark,not declared,1951,March
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,Left foot lacerated,N,12h00,unknown,19,1951,March
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Body surfing,M,"Leg bitten, defense wounds on hands",N,12h15,136-kg [300-lb] shark,31,1951,February
Unprovoked,AUSTRALIA,New South Wales,Spearfishing (but treading water on the surface),M,Shark's fin caused abrasion on his chest,N,unknown,unknown,20,1951,February
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Leg bitten,N,unknown,1.2 m [4'] shark,14,1951,February
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,"FATAL, right thigh bitten, leg severed at knee",Y,16h25,unknown,19,1951,January
Invalid,AUSTRALIA,New South Wales,unknown,M,Body found after a week in the water apparently bitten by shark/s,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1951,January
Unprovoked,NEW GUINEA,Madang Province,unknown,not declared,FATAL,Y,unknown,unknown,not declared,1951,unknown
Unprovoked,AUSTRALIA,Queensland,Paddling a surfboat,M,"No injury, shark bit oar",N,unknown,"Nurse shark, 10' ",19,1950,December
Unprovoked,AUSTRALIA,New South Wales,Swimming,not declared,Legs nipped,N,unknown,"Wobbegong shark, 6'",not declared,1950,December
Unprovoked,AUSTRALIA,Queensland,Treading water,M,"FATAL, lower abdomen severely bitten & his left leg was severed",Y,16h15,unknown,20,1950,December
Provoked,AUSTRALIA,Northern Territory,Diving ,M,"Minor injury to hand and groin from shark ""caught on his fishing spear"" PROVOKED INCIDENT",N,unknown,2' shark,17,1950,November
Unprovoked,AUSTRALIA,Queensland,Body surfing,M,Part of buttocks & fingers severed,N,17h15,"White shark, 3m, seen in area and hooked 3 days later",21,1950,November
Boating,AUSTRALIA,Queensland,Paddling a canoe,M,"No injury to occupants, shark holed canoet",N,unknown,10' shark,18,1950,November
Unprovoked,USA,California,Body surfing / treading water,M,Right leg lacerated,N,12h00,White shark,31,1950,October
Unprovoked,AUSTRALIA,Queensland,Fishing,M,Lacerations to right thumb and knee,N,Night,4' shark,25,1950,October
Provoked,EL SALVADOR, La Libertad,Jerked overboard while pole fishing for tuna,M,Left thigh bitten by hooked shark PROVOKED INCIDENT,N,08h30,"1,100-lb shark",27,1950,August
Unprovoked,SAUDI ARABIA,Eastern Province,Diving,M,Tissue stripped knee to foot,N,2 hrs before sunset,unknown,not declared,1950,unknown
Boating,AUSTRALIA,South Australia,Fishing,not declared,No injury to occupants,N,unknown,17' white shark,not declared,1950,July
Unprovoked,JAPAN,Sago Prefecture,Swimming,M,FATAL,Y,P.M.,unknown,19,1950,July
Provoked,ITALY,Savona,Fishing,not declared,Harpooned shark bit his forehead PROVOKED INCIDENT,N,unknown,unknown,not declared,1950,unknown
Unprovoked,CUBA,Caribbean Sea,Swept off deck of S.S.Frontenac enroute from West Indies to US,M,Found at 21h30 by searchlight. Had been constantly harassed by sharks & had numerous lacerations,N,18h15 to 21h30,unknown,30,1950,July
Unprovoked,USA,Texas,Swimming,M,Laceration to leg,N,unknown,Hammerhead shark,11,1950,July
Invalid,USA,Texas,unknown,M,Human remains found in shark,unknown,unknown,Shark involvement prior to death was not confirmed,not declared,1950,July
Unprovoked,USA,Florida,"Goggle-diving for seaweeds, but standing in water",M,Shallow lacerations on back of right thigh,N,unknown,0.7 m [2.5'] shark,21,1950,unknown
Unprovoked,USA,New York,Swimming ,M,"Gashes & lacerations on legs, foot lacerated.",N,unknown,"""sand shark""",16,1950,June
Sea Disaster,USA,Florida,Survived crash of two-engine  C-46 transport plane carrying 62 migrant workers from Puerto Rico to USA ,M,"FATAL, bitten five times. Other survivors fought off sharks for 10 hours. One survivor's arm severed by a shark.",Y,09h00,unknown,25,1950,June
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Left foot bitten,N,10h30,unknown,27,1950,May
Boating,ITALY,Tyrrhenian Sea,Fishing on a boat,M,No injury,N,unknown,"unknown, possibly a white shark",not declared,1950,May
Sea Disaster,AUSTRALIA,Queensland,"Sea Disaster, sinking of the fishing  launch Mavis",M,FATAL,Y,unknown,unknown,50,1950,April
Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Fishing, sitting in stern of small boat, feet dangling in the water",M,"Shark bit foot, removing 2 toes",N,unknown,2.13 m shark,not declared,1950,April
Unprovoked,SOUTH AFRICA,Eastern Cape Province,Wading,M,"Ankle & foot lacerated, defense wounds on hand",N,Midday,1.5 m to 1.8 m [5' to 6'] spear-eye shark ,not declared,1950,March
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Lifesaving drill,M,FATAL,Y,18h50,unknown,20,1950,March
Invalid,AUSTRALIA,Western Australia,Suicide,M,"Szot's right hand found in a 4.5' [14.5'] tiger shark caught 3/9/1950 at Safety Bay, south of Freemantle. His body, with bullet wound in head & right hand missing, washed shore - an apparent suicide",unknown,unknown,Invalid,not declared,1950,March
Unprovoked,AUSTRALIA,Western Australia,Spearfishing,M,Minor injury to leg,N,unknown,small carpet shark,not declared,1950,February
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Body surfing,M,"FATAL, body not recovered ",Y,14h30,"White shark, 3.7 m [12']  according to witnesses",14,1950,February
Invalid,USA,Hawaii,"Fishing, one of three fishermen swept into the sea by a large wave ",M,"His remains were recovered from a huge shark caught 3 days later. The remains of another fisherman, Harold Fujimoto, were recovered, but the body of the third fisherman, Hideo Tamura, was never found",unknown,Night,Shark involvement prior to death was not confirmed,not declared,1950,January
Unprovoked,AUSTRALIA,Victoria,Swimming,M,3 lacerations to heel,N,unknown,unknown,not declared,1950,January
Boating,AUSTRALIA,Tasmania,Sitting on side of dinghy mending a net,M,"No injury to occupant, shark bit side of dinghy",N,unknown,"White shark, 3.6 m,  420 kg male",not declared,1950,unknown
Unprovoked,SRI LANKA,Eastern Province,Shark fishing,M,Buttock removed,N,unknown,Possibly a lemon shark,not declared,1950,unknown
Unprovoked,SRI LANKA,Southern Province,Spearfishing,M,"No injury, but shark damaged one of his swim fins",N,unknown,Whtietip reef shark,not declared,1950,unknown
Unprovoked,LIBERIA,Montserrado,Defecating in water beneath the docks,M,FATAL,Y,unknown,unknown,not declared,unknown,unknown
Unprovoked,INDONESIA,Jakarta Harbour,Bending over,M,FATAL,Y,1500,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",7,1950,unknown
Unprovoked,USA,Florida,Standing,M,Arm bitten,N,unknown,unknown,not declared,1950,unknown
Invalid,USA,Hawaii,Spearfishing,M,"No injury from shark, scraped chest climbing out on reef",unknown,unknown,"Alleged to involve a white shark ""with little yellow eyes""",not declared,1950,unknown
Unprovoked,PANAMA,Canal Zone,Bathing ,M,Foot & hand severed,N,13h00,2.7 m [9'] shark with black-tipped pectoral fins,not declared,1950,unknown
Unprovoked,GREECE,unknown,Swimming,not declared,FATAL,Y,unknown,unknown,not declared,1950,unknown
Unprovoked,SINGAPORE,Singapore Harbor,Diving for coins,M,FATAL,Y,unknown,unknown,not declared,1950,unknown
Unprovoked,NEW CALEDONIA,North Province,"Spearfishing, but walking carrying fish on end of speargun",M,"Shark jumped from sea, taking fish & his right arm",N,unknown,unknown,not declared,1950,unknown
Unprovoked,NEW CALEDONIA,North Province,"Helmet diving, collecting trochus shell",M,"Arm bitten, surgically amputated",N,unknown,unknown,not declared,1950,unknown
Unprovoked,FIJI,unknown,unknown,M,Survived,N,unknown,unknown,not declared,1950,unknown
Sea Disaster,unknown,Caribbean Sea,"Sea Disaster, sinking of the motorship Wingate",M,Fatal or drowning or scavenging,Y,unknown,Shark involvement not confirmed,not declared,1949,unknown
Unprovoked,AUSTRALIA,Victoria,Lying on the bottom of a 16' dinghy,M,"No injury,     Shark landed on top of him, knocked him back down 3 times",N,unknown,"Grey nurse shark, 2.6 m [8.5']  ",35,1949,unknown
Unprovoked,AUSTRALIA,New South Wales,Free diving or wading back to shore,M,Left arm bitten ,N,Afternoon,6' shark,36,1949,November
Invalid,AUSTRALIA,Victoria,No details,M,Fatal or drowning or scavenging,unknown,unknown,Shark involvement prior to death not confirmed,not declared,1949,November
Unprovoked,AUSTRALIA,Queensland,Swimming,M,Abdomen & chest abraded,N,13h20,unknown,21,1949,August
Unprovoked,AUSTRALIA,Queensland,Swimming,M,"FATAL, right leg, thigh & fingers lacerated ",Y,13h20,unknown,34,1949,August
Invalid,ITALY,Tuscany,Swimming,M,No injury,unknown,unknown,2 m shark,17,1949,August
Unprovoked,AUSTRALIA,Tasmania,Swimming near shore,M,Hip lacerated,N,16h00,unknown,18,1949,August
Unprovoked,ITALY,Calabria,Swimming,M,Right hand severed,N,unknown,unknown,21,1949,August
Unprovoked,IRAN,Shatt-el-Arab River,Swimming,M,Right leg lacerated,N,unknown,unknown,18,1949,July
Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,"FATAL, thigh lacerated, femur exposed ",Y,unknown,unknown,18,1949,July
Unprovoked,USA,South Carolina,Floating on his back,M,"Abdomen abraded, thigh lacerated",N,15h00,unknown,16,1949,July
Provoked,USA,California,Fishing,M,Right hand bitten by hooked shark being pulled onboard PROVOKED INCIDENT,N,unknown,"Bonita sharkk, 200-lb",16,1949,July
Sea Disaster,CHINA,unknown,"A 75-ton  Japanese fishing ship was sunk by  Chinese Nationalist gunboat, shipwrecked men were clinging to debris",M,"FATAL, at time of sinking several men were thrown in water & killed by sharks, survivors were rescued 3 days later by the Panamanian ship Christobel",Y,unknown,unknown,not declared,1949,June
Unprovoked,AUSTRALIA,Western Australia,Bathing,F,"Left arm severed above elbow, recovered 5 days afterwards from sharks gut",N,unknown,"Whaler shark, 2.7 m [9'], 350- to 450-lb  identified by G.P. Whitley",22,1949,May
Provoked,AUSTRALIA,New South Wales,"Examining netted shark, that had been shot",M,Lacerations to right hand PROVOKED INCIDENT,N,unknown,unknown,26,1949,May
Provoked,AUSTRALIA,Queensland,Fishing,M,Toe bitten by netted shark PROVOKED INCIDENT,N,unknown,3' shark,not declared,1949,April
Unprovoked,AUSTRALIA,Queensland,Bathing in water 0.9 m deep,M,"FATAL, left leg severed",Y,13h30,"3.3 m [10'9""] shark",13,1949,April
Unprovoked,MEXICO,Tamaulipas,Bathing,M,"U.S. destroyer John W. Weeks, 6 miles offshore, demonstrating guns & bombs for Mexican officials was thought to have driven the shark into the shallows where it bit the bather before other bathers drove it away with sticks & clubs.",N,unknown,unknown,not declared,1949,April
Boating,AUSTRALIA,South Australia,unknown,not declared,unknown,unknown,unknown,unknown,not declared,unknown,unknown
Unprovoked,AUSTRALIA,New South Wales,Lifesaving exhibition,M,FATAL,Y,15h00,"White shark, 3.6 m [11'9""] ",20,1949,January
Invalid,AUSTRALIA,New South Wales,Surfing,M,"No injury, chased by 3 sharks",unknown,Afternoon,Invalid,32,1949,January
Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,"No injury, shark bumped ski",N,unknown,unknown,not declared,1949,January
Invalid,AUSTRALIA,Western Australia,unknown,not declared,Human hand recovered from 2.4 m [8'] tiger shark,unknown,unknown,Shark involvement prior to death not confirmed,not declared,1949,January
Boating,ITALY,Tyrrhenian Sea,"Fishing, on a boat",M,No injury to occupant,N,unknown,White shark,not declared,unknown,unknown
Unprovoked,NEW GUINEA,Calvados Archipelago,unknown,not declared,FATAL,Y,unknown,unknown,not declared,1949,unknown
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,unknown,M,"Leg bitten, surgically amputated",N,unknown,unknown,not declared,1949,unknown
Unprovoked,PAPUA NEW GUINEA,New Ireland Province,unknown,M,Hand & shoulder bitten,N,unknown,unknown,not declared,1949,unknown
Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Spearfishing,M,"FATAL, ""Nearly bitten in two through loin"".",Y,unknown,unknown,18,1949,unknown
Unprovoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Swimming close to wharf,M,Hand severed,N,unknown,unknown,not declared,1949,unknown
Unprovoked,NEW GUINEA,"Abau Sub District, Central Province",Swimming ,M,"FATAL. One man's abdomen removed, the other received severe multiple injuries.",Y,unknown,unknown,not declared,1949,unknown
Unprovoked,AUSTRALIA,Western Australia,Swimming,M,"FATAL, disappeared while swimming  ",Y,unknown,His hand was found in a 2.4 m [8'] tiger shark caught 1/5/1949,17,1948,December
Unprovoked,AUSTRALIA,Queensland,"Treading water, waiting for a wave",M,"FATAL, left hand severed, left leg arm bitten, tissue removed hip to knee  ",Y,11h30,unknown,28,1948,December
Unprovoked,IRAN,Shat-Al-Arab River,unknown,M,Left thumb severed,N,unknown,unknown,19,1948,December
Unprovoked,CUBA,Guantanamo Province,"2 messboys (Jeppsen) & Tony Latona (13) were playing on the afterdeck of the Danish ship Grete Maersk. Jeppsen fell overboard, Latona threw a lifebelt then jumped in to help him. Ship didnt notice they were missing",M,"2 hours later shark bit Jeppsens feet, arm, knee & finally killed him. Tony, clothing torn but alive, washed ashore on Cuban coast",N,unknown,unknown,14,1948,December
Unprovoked,AUSTRALIA,Queensland,Fishing,M,Hand injured,N,unknown,unknown,not declared,1948,December
Sea Disaster,NORTH PACIFIC OCEAN,Between Kwajalein Atoll & Johnston Island,Air/Sea Disaster involving C-54 Air Force Transport No. 2686 with 37 on board,M,"32 survived, 5 perished; sharks fed on the dead but did not bite the survivors",Y,Dark,unknown,not declared,1948,December
Unprovoked,AUSTRALIA,Torres Strait,Pearl diving,M,Leg bitten,N,unknown,unknown,41,1948,November
Unprovoked,GREECE,Attica,Swimming,M,FATAL,Y,16h00,Said to be 6.4 m [21'] shark,17,1948,September
Unprovoked,USA,Hawaii,Swimming,M,Leg bitten,N,unknown,unknown,not declared,1948,September
Unprovoked,USA,Hawaii,Fishing,M,Survived,N,unknown,unknown,not declared,1948,September
Unprovoked,TURKEY,Adana Province,Swimming,M,FATAL,Y,unknown,unknown,not declared,1848,September
Sea Disaster,MID ATLANTIC OCEAN,unknown,Leicester abandoned in a hurricane,M,"FATAL, 2 men killed by sharks, 20 survived",Y,unknown,unknown,not declared,1948,September
Unprovoked,IRAN,Bandar Mashur sea inlet,Bathing or washing,F,"FATAL, left arm & left buttock severed ",Y,unknown,unknown,60,1948,September
Unprovoked,IRAN,Shatt-al-Arab River,unknown,M,"FATAL, right arm  severely bitten & surgically amputated, died 12 to 14 hours later   ",Y,unknown,unknown,13,1948,August
Unprovoked,IRAN,Shatt-al-Arab River,Swimming,M,"Quadriceps lacerated, femur exposed",N,unknown,unknown,15,1948,August
Provoked,BAHAMAS,Bimini Islands,Spearing a shark,M,Shark that he speared bit his calf     PROVOKED INCIDENT,N,unknown,"Lemon shark, 4'",41,1948,unknown
Unprovoked,USA,US Virgin Islands,Swimming,M,FATAL,Y,unknown,unknown,46,1948,July
Unprovoked,NORTHERN MARIANA ISLANDS,Saipan,Swimming,M,Heel bitten,N,unknown,unknown,not declared,1948,June
Provoked,IRAN,Shatt-al-Arab River,"Fishing, shark caught in his net",M,"8"" x 4"" left antecubital fossa of muscle & skin removed  PROVOKED INCIDENT",N,unknown,unknown,38,1948,May
Provoked,SOUTH AFRICA,Western Cape Province,"Bringing hooked, harpooned shark onboard boat",M,Groenwald's arm lacerated by the shark PROVOKED INCIDENT,N,unknown,unknown,not declared,1948,April
Unprovoked,KENYA,Coast Province,unknown,M,FATAL,Y,unknown,unknown,not declared,1948,March
Invalid,SENEGAL,Cap Vert Peninsula,unknown,not declared,Fragment of human foot recovered from 300-kg [662-lb] tiger shark,unknown,unknown,Shark involvement prior to death not confirmed,not declared,1948,March
Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago",Spearfishing,M,Leg bitten by shark that he had speared  PROVOKED INCIDENT,N,unknown,"""grey shark""",30,1948,unknown
Sea Disaster,USA,Texas,"C47 aircraft carrying 5,000 lbs of ice ditched in the sea",M,"FATAL. Womack was injured when plane went down, 3 days later he fell off liferaft & was taken by a shark  ",Y,unknown,unknown,not declared,1948,February
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,"FATAL, right thigh & leg bitten ",Y,unknown,3.7 m [12'] shark,16,1948,February
Unprovoked,AUSTRALIA,New South Wales,Surf skiing,M,"No injury, ski bitten",N,unknown,6' shark,not declared,1948,January
Provoked,USA,Florida,Underwater photography,M,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,N,Afternoon,Nurse shark,48,1948,unknown
Unprovoked,NEW GUINEA,Morobe Province,"Fishing, holding fish in right hand",M,Right hand bitten,N,unknown,unknown,not declared,1948,unknown
Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),Spearfishing,M,Bitten on face while taking shark off spear PROVOKED INCIDENT,N,unknown,unknown,not declared,1948,unknown
Boating,SOUTH AFRICA,Western Cape Province,Fishing,not declared,"No injury to occupants, boat holed by shark",N,unknown,unknown,not declared,1948,unknown
Unprovoked,AUSTRALIA,New South Wales,Fishing,M,Leg gashed,N,P.M.,Grey nurse shark,9,1947,December
Invalid,SOUTH AFRICA,KwaZulu-Natal,unknown,not declared,"Human remains, possibly one of the crew of the wrecked fishing boat John Bull. found in 277-kg tiger shark.",unknown,unknown,Shark involvement prior to death not confirmed,not declared,1947,December
Unprovoked,SENEGAL,unknown,Fishing / diving,M,"FATAL, right thigh bitten ",Y,11h00,Tiger shark,not declared,1947,unknown
Boating,AUSTRALIA,South Australia,Fishing,not declared,"No injury to occupants, shark made 20 to 30 rushes at dinghy",N,unknown,5.5 m [18'] shark,not declared,1947,November
Unprovoked,AUSTRALIA,New South Wales,Fishing from surf ski,M,"No injury, ski bumped",N,Dusk,unknown,17,1947,November
Unprovoked,AUSTRALIA,New South Wales,Fishing from surf ski,M,"No injury, ski bumped",N,Dusk,unknown,16,1947,November
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,"FATAL, leg severed at knee  ",Y,16h00,unknown,12,1947,November
Unprovoked,AUSTRALIA,New South Wales,Swimming,M,Thighs & knee lacerated,N,16h00,unknown,13,1947,November
Unprovoked,AUSTRALIA,Queensland,unknown,M,FATAL,Y,unknown,unknown,78,1947,unknown
Unprovoked,AUSTRALIA,Northern Territory,Fishing in waist-deep water,M,Kneecap removed,N,unknown,unknown,not declared,1947,October
Unprovoked,BRAZIL,Pernambuco,Swimming ,M,FATAL,Y,unknown,unknown,25,1947,October
Unprovoked,USA,Florida,Swimming,M,"FATAL, calf bitten, leg surgically amputated  ",Y,A.M.,Possibly C. leucas,20,1947,August
Provoked,USA,California,Fishing,M,PROVOKED INCIDENT,N,unknown,a small shark,46,1947,July
Unprovoked,AUSTRALIA,Northern Territory,Diving,M,Suit ripped,N,unknown,"Most likely, a small shark",not declared,1947,July
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Swimming,M,Right thigh lacerated,N,Morning,unknown,20,1947,July
Invalid,GREECE,Carpathian Sea,Jumped overboard ,M,Shark involvement  unconfirmed,unknown,unknown,Questionable,not declared,1947,unknown
Unprovoked,USA,Hawaii,Fishing,M,"Left forearm, arm & leg lacerated",N,10h30,unknown,35,1947,June
Boating,AUSTRALIA,New South Wales,Fishing,not declared,"No injury to occupants, shark bumped & lifted dinghy",N,unknown,"Tiger shark, 14' ",not declared,1947,June
Unprovoked,KENYA,Coast Province,Swimming,M,Knee grazed,N,unknown,unknown,not declared,1947,May
Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Treading water,M,Ankle & shin lacerated,N,12h00,"1.5 m, 45-kg shark",21,1947,April
